time,Open MSFT,High MSFT,Low MSFT,Close MSFT,Volume MSFT,Open GOOG,High GOOG,Low GOOG,Close GOOG,Volume GOOG,Open GOLD,High GOLD,Low GOLD,Close GOLD,Volume GOLD,Open SP500,High SP500,Low SP500,Close SP500,Volume SP500,Open DJI30,High DJI30,Low DJI30,Close DJI30,Volume DJI30,Open AAPL,High AAPL,Low AAPL,Close AAPL,Volume AAPL,Open EUR/USD,High EUR/USD,Low EUR/USD,Close EUR/USD,Open USD/CAD,High USD/CAD,Low USD/CAD,Close USD/CAD,Open USD/AUD,High USD/AUD,Low USD/AUD,Close USD/AUD,Open USD/CNY,High USD/CNY,Low USD/CNY,Close USD/CNY,Open USD/GBP,High USD/GBP,Low USD/GBP,Close USD/GBP,Open AMZN,High AMZN,Low AMZN,Close AMZN,Volume AMZN,Open CAC40,High CAC40,Low CAC40,Close CAC40,Volume CAC40,Open DAX30,High DAX30,Low DAX30,Close DAX30,Volume DAX30,Open RUSSEL2000,High RUSSEL2000,Low RUSSEL2000,Close RUSSEL2000,Volume RUSSEL2000,Open EUROSTOCK50,High EUROSTOCK50,Low EUROSTOCK50,Close EUROSTOCK50,Volume EUROSTOCK50,Open INTEL,High INTEL,Low INTEL,Close INTEL,Volume INTEL
2014-10-22,45.0000,45.0700,44.2250,44.3800,33579817,529.8900,539.8000,528.8000,532.7100,2917183,13.5700,13.7100,13.3700,13.3900,10546388,1941.2900,1949.3101,1926.8300,1927.1100,3761930000,16615.2598,16653.8906,16459.8496,16461.3203,92050000,102.8400,104.1100,102.6000,102.9900,68263146,1.2713,1.2738,1.2638,1.2643,1.1223,1.1287,1.1187,1.1240,,,,,6.1210,6.1220,6.1171,6.1180,,,,,315.4300,318.9800,312.6400,312.9700,3130049,4090.9399,4110.4800,4064.0801,4105.0898,142186700,8934.5400,8957.1602,8861.4404,8940.1396,97874300,1114.9600,1117.1801,1096.2400,1096.8700,37619300,2995.0601,3008.8101,2971.8899,3008.5300,70060100,17.4200,17.4200,16.9700,16.9700,29100
2014-10-21,44.3600,44.9750,44.1900,44.8800,36433824,525.1900,526.7900,519.1100,526.5400,2332531,13.8700,13.8700,13.5200,13.6200,9727174,1909.3800,1942.4500,1909.3800,1941.2800,3987090000,16406.0293,16620.7793,16405.7695,16614.8105,105110000,103.0200,103.0200,101.2700,102.4700,94623904,1.2797,1.2838,1.2710,1.2710,1.1289,1.1294,1.1204,1.1225,,,,,6.1415,6.1415,6.1195,6.1205,,,,,309.9000,315.6400,307.0700,315.3300,3563351,3968.7900,4081.7300,3965.4600,4081.2400,159668100,8693.0596,8889.7803,8644.7100,8886.9600,118317300,1099.8800,1112.8700,1099.8800,1112.8500,39870900,2918.3999,2991.4600,2906.0400,2991.4600,81332800,17.1900,17.4600,17.1500,17.4200,30000
2014-10-20,43.0600,44.1400,42.8100,44.0800,34530887,509.4500,521.7600,508.1000,520.8400,2605505,13.5400,13.7300,13.4300,13.6800,7814271,1885.6200,1905.0300,1882.3000,1904.0100,3331210000,16373.1504,16401.6309,16260.5400,16399.6699,94320000,98.3150,99.9600,98.2200,99.7600,77517279,1.2755,1.2816,1.2731,1.2794,1.1280,1.1292,1.1250,1.1288,,,,,6.1400,6.1428,6.1220,6.1233,,,,,302.9500,306.5300,302.0200,306.2100,3239490,4023.7600,4030.1499,3962.0601,3991.2400,143988900,8819.2598,8834.7305,8682.5898,8717.7598,103016000,1078.6801,1094.9700,1078.5000,1094.9700,33312100,2957.2400,2957.2400,2907.4600,2927.3000,73010100,17.3100,17.4500,17.0900,17.2100,33700
2014-10-17,43.2000,43.9350,42.7900,43.6300,40683346,527.2500,530.9800,508.5300,511.1700,5530674,13.8500,13.8800,13.4100,13.4100,11239998,1864.9100,1898.1600,1864.9100,1886.7600,4482120000,16118.3896,16427.3809,16118.3896,16380.4102,137910000,97.5000,99.0000,96.8100,97.6700,68179688,1.2802,1.2834,1.2747,1.2758,1.1262,1.1279,1.1209,1.1275,,,,,6.1405,6.1408,6.1230,6.1238,,,,,307.1500,309.2000,302.7200,303.6400,4409218,3934.1899,4040.7000,3916.8000,4033.1799,230358700,8629.1602,8850.2695,8588.4199,8850.2695,181971200,1085.8500,1099.4399,1079.2300,1082.3300,44821200,2880.1399,2966.1499,2872.5300,2962.2400,112902100,17.6600,17.6600,17.2500,17.3500,47500
2014-10-16,42.5300,43.0800,42.2200,42.7400,49040989,519.0000,529.4300,515.0000,524.5100,3698423,13.4700,14.0000,13.4099,13.7800,12821713,1855.9500,1876.0100,1835.0200,1862.7600,5073150000,16137.1396,16211.1201,15935.2197,16117.2402,131670000,95.5500,97.7200,95.4100,96.2600,72154523,1.2812,1.2843,1.2709,1.2801,1.1264,1.1359,1.1228,1.1264,,,,,6.1259,6.1262,6.1205,6.1230,,,,,293.8300,306.8200,293.8300,302.8600,4731866,3968.4099,3987.1399,3789.1101,3918.6201,304167300,8623.2803,8662.8604,8354.9697,8582.9004,224468500,1060.6899,1091.2700,1058.8199,1086.1100,50731500,2911.1399,2926.8201,2789.6299,2874.6499,159044800,17.2700,17.5502,17.2200,17.4300,39400
2014-10-15,43.0000,43.3900,42.1000,43.2200,60220961,531.0100,532.8000,518.3000,530.0300,3712536,13.6200,13.9400,13.4000,13.5500,13743207,1874.1801,1874.1801,1820.6600,1862.4900,6090800000,16313.2998,16313.2998,15855.1201,16141.7402,160380000,97.9700,99.1500,95.1800,97.5400,100933600,1.2656,1.2875,1.2625,1.2817,1.1293,1.1384,1.1229,1.1266,,,,,6.1255,6.1297,6.1245,6.1248,,,,,304.3500,307.9000,299.1020,305.9700,5348254,4090.4800,4096.5801,3933.1599,3939.7200,225462800,8838.6797,8847.8496,8555.7305,8571.9502,153532200,1051.5000,1075.6400,1040.4700,1072.4500,60908000,3001.0500,3005.3799,2888.9399,2892.5500,101781900,17.3900,17.5900,17.2100,17.5200,91500
2014-10-14,43.8700,44.3800,43.5600,43.7300,38120558,538.9000,547.1900,533.1695,537.9400,2217230,13.6300,13.9100,13.5300,13.6700,10184586,1877.1100,1898.7100,1871.7900,1877.7000,4812010000,16321.9004,16463.6699,16273.6396,16315.1904,110410000,100.3900,100.5200,98.5700,98.7500,63688562,1.2740,1.2748,1.2641,1.2658,1.1192,1.1311,1.1189,1.1293,,,,,6.1255,6.1276,6.1232,6.1250,,,,,308.0000,312.2400,305.7500,308.3100,3385809,4053.0801,4097.8999,4012.8201,4088.2500,157157300,8765.3604,8854.3896,8701.4404,8825.2100,116078300,1056.8000,1075.2700,1056.2900,1061.6000,48120100,2982.9500,3008.9299,2947.4900,3000.9900,71861800,17.6700,17.7000,17.4600,17.5100,48800
2014-10-13,43.8200,44.5600,43.4900,43.6500,37100207,544.9900,549.5000,533.1000,533.2100,2578676,13.6300,13.8800,13.4200,13.4500,10547711,1905.6500,1912.0900,1874.1400,1874.7400,4352580000,16535.4297,16602.4102,16310.4697,16321.0703,107830000,101.3300,101.7800,99.8100,99.8100,53583368,1.2628,1.2765,1.2627,1.2740,1.1199,1.1219,1.1182,1.1191,,,,,6.1308,6.1314,6.1230,6.1250,,,,,309.8700,313.2000,303.4700,306.4500,4369850,4033.7400,4104.0000,4030.5701,4078.7000,136272000,8703.8496,8872.4004,8699.5996,8812.4297,112875000,1054.2700,1066.9800,1046.1400,1049.3000,43525800,2970.2100,3017.2500,2963.9199,2998.3201,62289900,17.5000,17.7640,17.4500,17.5000,57000
2014-10-10,45.6000,46.1200,43.9500,44.0300,51978146,557.7200,565.1299,544.0500,544.4900,3078634,13.8200,14.0400,13.4600,13.4800,11679852,1925.6300,1936.9800,1906.0500,1906.1300,4550540000,16654.8809,16757.5996,16543.9102,16544.0996,136370000,100.6900,102.0300,100.3000,100.7300,66331592,1.2690,1.2715,1.2605,1.2627,1.1182,1.1218,1.1162,1.1199,,,,,6.1302,6.1345,6.1298,6.1308,,,,,314.0200,317.7700,311.3800,311.3900,3684314,4114.5200,4125.1299,4065.5000,4073.7100,213912600,8924.5801,8958.6602,8788.2100,8788.8096,162566100,1063.2500,1074.2500,1053.3199,1053.3199,45505400,3030.5200,3034.8701,2987.0000,2991.5000,76600000,17.0000,17.5170,17.0000,17.3900,47200
2014-10-09,46.5000,46.8000,45.7400,45.8500,34426595,571.1800,571.4900,559.0600,560.8800,2519693,14.4000,14.4100,13.5650,13.9300,19649199,1967.6801,1967.6801,1927.5601,1928.2100,4344020000,16989.3691,16989.3691,16649.0391,16659.2500,93210000,101.5400,102.3800,100.6100,101.0200,77376525,1.2730,1.2788,1.2664,1.2689,1.1110,1.1188,1.1080,1.1181,,,,,6.1390,6.1393,6.1298,6.1298,,,,,321.4900,322.2710,314.5200,315.3700,3589464,4222.9800,4222.9800,4123.1802,4141.4502,191315500,9082.6602,9140.2900,8975.0596,9005.0195,104101300,1095.7500,1095.9399,1067.8300,1067.9900,43240200,3071.3401,3090.4500,3028.3201,3042.4500,73461900,17.4400,17.4400,17.0000,17.0500,44800
2014-10-08,45.4800,46.8900,45.3400,46.7800,33030972,565.5700,573.8800,557.4900,572.5000,1987888,13.9000,14.4800,13.4100,14.3700,20503930,1935.5500,1970.3600,1925.2500,1968.8900,4441890000,16718.6504,17006.9102,16663.2598,16994.2207,106930000,98.7600,101.1100,98.3100,100.8000,57404674,1.2666,1.2747,1.2623,1.2730,1.1166,1.1210,1.1095,1.1109,,,,,6.1390,6.1398,6.1338,6.1385,,,,,316.5800,324.1100,314.1400,322.7000,3458960,4198.0200,4213.1099,4153.6802,4168.1201,145706200,9027.9004,9064.8799,8960.4297,8995.3301,112047000,1075.2100,1097.7000,1065.7500,1097.1200,44418900,3073.4700,3087.1101,3043.8301,3053.3101,63063400,16.9600,17.5000,16.9600,17.4600,42400
2014-10-07,45.8600,45.9300,45.4200,45.5300,25724544,574.4000,575.2700,563.7400,563.7400,1906427,14.2600,14.3200,13.5800,13.6600,20884626,1962.3600,1962.3600,1934.8700,1935.1000,3687870000,16988.2500,16988.2500,16715.7891,16719.3906,79420000,99.4300,100.1200,98.7300,98.7500,42094183,1.2654,1.2680,1.2584,1.2664,1.1139,1.1194,1.1130,1.1161,,,,,6.1390,6.1414,6.1376,6.1385,,,,,319.4300,322.0000,316.6700,316.9800,2365698,4277.4102,4277.4102,4208.6602,4209.1401,140455300,9164.7695,9170.2402,9080.3496,9086.2100,105001700,1089.3000,1090.9600,1076.3101,1076.3101,36878700,3128.8899,3128.8899,3082.1001,3082.1001,59558600,16.9300,17.1300,16.7900,16.9600,38300
2014-10-06,46.1200,46.3000,45.9199,46.0900,20603960,578.8000,581.0000,574.4400,577.3500,1211320,14.2500,14.3450,14.1500,14.2400,13520898,1970.0100,1977.8400,1958.4301,1964.8199,3358220000,17010.3398,17099.3906,16930.3809,16991.9102,655450000,99.9500,100.6500,99.4200,99.6200,37051182,1.2514,1.2672,1.2508,1.2652,1.1253,1.1264,1.1113,1.1137,,,,,6.1390,6.1405,6.1366,6.1385,,,,,323.5000,324.1300,319.6000,322.2000,2294194,4317.9199,4319.3101,4279.4902,4286.5200,103757200,9341.0498,9343.6504,9185.8604,9209.5098,103676300,1107.3600,1108.0000,1093.7700,1094.6500,33582200,3149.6201,3169.8601,3133.7100,3138.6699,47556800,17.1100,17.1500,16.9800,17.0100,34500
2014-10-03,45.9800,46.3000,45.6100,46.0900,32453273,573.0500,577.2250,572.5000,575.2800,1138636,14.4100,14.4100,14.0600,14.1600,14979222,1948.1200,1971.1899,1948.1200,1967.9000,3560970000,16802.1992,17027.8398,16802.1992,17009.6895,87940000,99.4400,100.2100,99.0400,99.6200,43469585,1.2669,1.2671,1.2500,1.2512,1.1157,1.1268,1.1154,1.1243,,,,,6.1385,6.1402,6.1350,6.1385,,,,,320.3600,325.1600,319.5300,322.7400,3037891,4280.2202,4297.4102,4260.6299,4281.7402,105832200,,,,,,1105.1200,1109.8700,1101.5100,1104.7400,35609700,3125.2700,3140.1299,3116.7300,3133.3701,52118300,17.3200,17.3500,17.1300,17.1300,30600
2014-10-02,45.8300,46.1000,45.6400,45.7600,25119508,567.3100,571.9100,563.3200,570.0800,1175307,14.8400,14.9000,14.4800,14.7000,13281259,1945.8300,1952.3199,1926.0300,1946.1700,4012510000,16808.2695,16857.2500,16674.0391,16801.0508,75490000,99.2700,100.2200,98.0400,99.9000,47757828,1.2619,1.2696,1.2615,1.2670,1.1163,1.1176,1.1071,1.1156,,,,,6.1385,6.1398,6.1370,6.1380,,,,,316.9200,318.5300,311.3100,318.4100,3553944,4361.8301,4371.0601,4242.6699,4242.6699,168748300,9363.2803,9412.6201,9195.6797,9195.6797,122375300,1085.1400,1099.4600,1077.9600,1096.3800,40125100,3190.0300,3197.4500,3106.4199,3106.4199,91219400,17.0000,17.3600,16.9500,17.1300,31700
2014-10-01,46.2700,46.5300,45.8450,45.9000,38088355,576.0100,577.5799,567.0100,568.2700,1445027,14.7600,15.0300,14.6700,14.7500,11922636,1971.4399,1971.4399,1941.7200,1946.1600,4188590000,17040.4609,17041.1602,16776.1309,16804.7109,104240000,100.5900,100.6900,98.7000,99.1800,51491286,1.2630,1.2635,1.2585,1.2618,1.1198,1.1222,1.1160,1.1162,,,,,6.1385,6.1398,6.1271,6.1380,,,,,322.0400,322.1650,315.5500,317.4600,3096735,4400.6099,4427.7598,4354.1401,4365.2700,150171900,9454.0400,9520.9697,9357.5498,9382.0303,83526600,1101.0800,1101.1899,1083.0000,1085.4100,41885900,3217.8101,3236.5801,3188.8601,3195.0801,58004700,17.3400,17.4710,16.9900,17.0500,89500
2014-09-30,46.3700,46.4763,46.0100,46.3600,33033086,576.9300,579.8500,572.8500,577.3600,1618437,14.8800,15.0000,14.5500,14.6600,15680827,1978.2100,1985.1700,1968.9600,1972.2900,3951100000,17070.4492,17145.0996,17017.1094,17042.9004,102290000,100.8100,101.5400,100.5300,100.7500,55264139,1.2689,1.2700,1.2572,1.2630,1.1162,1.1218,1.1132,1.1197,,,,,6.1500,6.1526,6.1380,6.1380,,,,,321.3600,323.4300,318.5100,322.4400,2639967,4375.3799,4435.0698,4369.2598,4416.2402,126214700,9446.8096,9495.0000,9404.8896,9474.2998,89859600,1118.2200,1118.7000,1101.6700,1101.6801,39511000,3199.4399,3236.5901,3191.8000,3225.9299,61581100,17.5200,17.6200,17.2800,17.3200,93100
2014-09-29,45.9800,46.5600,45.7600,46.4400,26090980,571.7500,578.1900,571.1700,576.3600,1281204,15.3200,15.3600,14.9900,15.0000,7872223,1978.9600,1981.2800,1964.0400,1977.8000,3094440000,17107.6895,17107.6895,16934.4297,17071.2207,70220000,98.6500,100.4350,98.6300,100.1100,49766312,1.2680,1.2713,1.2664,1.2688,1.1154,1.1178,1.1127,1.1160,,,,,6.1271,6.1534,6.1265,6.1495,,,,,320.5000,323.7500,319.0000,321.8200,1929589,4389.8301,4401.0698,4334.0098,4358.0698,84697000,9495.5801,9504.9805,9369.6201,9422.9102,77424800,1110.4301,1120.5500,1107.8101,1117.9100,30944400,3218.3899,3223.0701,3167.4600,3186.9500,47497700,17.3800,17.5400,17.3600,17.4300,76800
2014-09-26,45.9300,46.6200,45.7600,46.4100,27078764,576.0600,579.2500,574.6600,577.1000,1439807,15.3800,15.3800,15.1500,15.2400,8278429,1966.2200,1986.3700,1966.2200,1982.8500,2929440000,16948.6191,17148.1504,16948.1094,17113.1504,74670000,98.5300,100.7500,98.4000,100.7500,62370501,1.2751,1.2760,1.2676,1.2683,1.1114,1.1167,1.1092,1.1152,,,,,6.1360,6.1370,6.1255,6.1265,,,,,320.6000,323.5000,317.6400,323.2100,3639155,4361.3701,4411.9902,4340.6299,4394.7500,96004000,9500.5498,9545.3398,9454.8799,9490.5498,83499600,1111.6300,1119.7300,1111.0400,1119.3300,29294400,3205.3401,3231.2700,3188.3899,3219.5801,48243400,17.6600,17.7100,17.5000,17.6000,27500
2014-09-25,46.8800,47.0900,46.0300,46.0400,32777043,587.5500,587.9800,574.1800,575.0600,1915643,15.2600,15.6200,15.2100,15.4200,12407468,1997.3199,1997.3199,1965.9900,1965.9900,3273050000,17204.8594,17204.8594,16945.8008,16945.8008,93520000,100.5100,100.7100,97.7200,97.8700,99565849,1.2779,1.2783,1.2704,1.2751,1.1060,1.1125,1.1060,1.1113,,,,,6.1366,6.1400,6.1345,6.1355,,,,,327.9900,328.5400,321.4000,321.9300,2925241,4413.6401,4430.5000,4346.7100,4355.2798,118481600,9644.3604,9718.1104,9482.5400,9510.0098,97697000,1126.1000,1126.1000,1107.5100,1110.2400,32730600,3242.0701,3259.2300,3192.7500,3202.3101,64689300,17.5800,17.7700,17.2800,17.6600,114600
2014-09-24,46.6300,47.1100,46.3400,47.0800,26480359,581.4600,589.6300,580.5200,587.9900,1721085,15.4500,15.6500,15.2900,15.3300,8994653,1983.3400,1999.7900,1978.6300,1998.3000,3313850000,17056.6406,17226.5996,17033.9297,17210.0605,80530000,102.1600,102.8500,101.2000,101.7500,59725174,1.2849,1.2863,1.2774,1.2777,1.1075,1.1120,1.1051,1.1060,,,,,6.1378,6.1385,6.1340,6.1345,,,,,324.1700,329.4400,319.5600,328.2100,2635754,4364.0000,4416.6299,4347.0498,4413.7202,98862200,9598.7695,9669.4502,9534.7695,9661.9697,85850600,1120.6600,1129.5900,1116.1300,1128.3101,33138500,3209.6201,3245.0400,3192.0100,3244.0100,54319000,17.5900,17.8400,17.5100,17.7100,110000
2014-09-23,46.8500,46.9800,46.4700,46.5600,33430300,586.8500,586.8500,581.0000,581.1300,1467400,15.6400,15.7200,15.4000,15.5400,10405947,1992.7800,1995.4100,1982.7700,1982.7700,3279350000,17165.9102,17171.8809,17055.8691,17055.8691,77090000,100.6000,102.9400,100.5400,102.6400,63347200,1.2845,1.2898,1.2843,1.2848,1.1039,1.1083,1.0984,1.1075,,,,,6.1400,6.1427,6.1368,6.1368,,,,,322.4600,327.6000,321.2500,323.6300,2352600,4430.2998,4430.7798,4351.2998,4359.3501,110550700,9713.4004,9719.6602,9589.0303,9595.0303,88196000,1126.5100,1131.6300,1118.7200,1118.7200,32793600,3253.0000,3253.0000,3201.8401,3205.9299,53777800,17.7500,17.9600,17.5000,17.5400,64900
2014-09-22,47.3000,47.3800,46.9800,47.0600,38655900,593.8200,593.9490,583.4600,587.3700,1684900,15.5700,15.5900,15.3100,15.4100,13348731,2009.0800,2009.0800,1991.0100,1994.2900,3349670000,17271.7109,17277.8809,17159.3594,17172.6797,74300000,101.8000,102.1400,100.5800,101.0600,52722000,1.2826,1.2866,1.2818,1.2846,1.0961,1.1042,1.0925,1.1038,,,,,6.1410,6.1429,6.1377,6.1400,,,,,328.4900,329.4900,321.0600,324.5000,3109700,4446.9102,4464.3101,4434.5801,4442.5498,86943400,9748.5303,9812.7695,9735.6904,9749.5400,73981000,1141.9900,1141.9900,1127.4200,1129.3600,33496800,3262.5200,3274.3601,3252.7300,3257.4800,45027200,17.7300,17.9300,17.5400,17.7000,51600
2014-09-19,46.8100,47.5700,46.6000,47.5200,202522400,591.5000,596.4800,589.5000,596.0800,3726400,15.9100,15.9700,15.5500,15.6500,17804733,2012.7400,2019.2600,2006.5900,2010.4000,4880220000,17267.2109,17350.6406,17257.4609,17279.7402,349620000,102.2900,102.3500,100.8800,100.9600,70838500,1.2916,1.2928,1.2828,1.2829,1.0939,1.0979,1.0890,1.0963,,,,,6.1405,6.1420,6.1347,6.1402,,,,,327.6000,332.7559,325.5700,331.3200,6886200,4491.5400,4492.3901,4451.9102,4461.2202,158927900,9849.4297,9891.2002,9799.2402,9799.2598,195350400,1161.6500,1163.8600,1143.4700,1146.9200,46802200,3287.3000,3301.1499,3266.6201,3273.2500,92197500,18.1200,18.1200,17.6750,17.9000,172600
2014-09-18,46.5900,46.8300,46.4600,46.6800,35533100,587.0000,589.5400,585.0000,589.2700,1440600,16.2700,16.3200,15.9700,16.0000,10904918,2003.0699,2012.3400,2003.0699,2011.3600,3235340000,17163.7305,17275.3691,17163.7305,17265.9902,85300000,101.9300,102.3500,101.5600,101.7900,37023900,1.2848,1.2928,1.2834,1.2915,1.1012,1.1023,1.0930,1.0936,,,,,6.1390,6.1465,6.1380,6.1400,,,,,325.4400,327.1000,323.7105,325.0000,2576900,4440.3301,4470.4800,4435.6602,4464.7002,104375600,9703.0996,9798.1299,9686.4297,9798.1299,81235700,1157.0800,1160.3000,1156.0699,1159.2700,32353400,3239.2300,3273.4399,3236.9600,3271.3701,56015900,18.0200,18.1500,18.0200,18.1000,22200
2014-09-17,46.2600,46.6900,46.2300,46.5200,38249200,580.0100,587.5199,578.7750,584.7700,1688200,16.4900,16.6400,16.1800,16.2500,9664862,1999.3000,2010.7400,1993.2900,2001.5699,3209420000,17131.0098,17221.1094,17089.0098,17156.8496,87810000,101.2700,101.8000,100.5922,101.5800,60892400,1.2957,1.2980,1.2838,1.2844,1.0971,1.1020,1.0928,1.1017,,,,,6.1461,6.1464,6.1347,6.1385,,,,,327.7600,328.0000,321.5200,324.0000,4136000,4432.6499,4444.8301,4421.9399,4431.4102,103391900,9672.9805,9695.4404,9649.9902,9661.5000,67216900,1151.9600,1159.8500,1149.9301,1153.8900,32094300,3233.4299,3246.0100,3229.4500,3237.4399,47513000,17.9700,18.1500,17.9700,18.0500,49300
2014-09-16,46.3900,46.8500,46.2900,46.7600,27865200,572.7600,581.5000,572.6600,579.9500,1476300,16.4600,16.7200,16.2800,16.5700,9668319,1981.9301,2002.2800,1979.0601,1998.9800,3160310000,17027.1602,17167.0508,16985.5508,17131.9707,73200000,99.8000,101.2600,98.8900,100.8600,66818200,1.2939,1.2994,1.2923,1.2957,1.1054,1.1071,1.0966,1.0970,,,,,6.1420,6.1567,6.1415,6.1458,,,,,321.0700,329.4800,320.1000,327.7600,3259900,4426.1499,4426.1499,4391.0801,4409.1499,86246100,9644.2803,9644.8799,9588.6504,9632.9297,62265100,1144.2500,1152.8600,1141.4500,1150.9700,31603200,3229.1699,3229.1699,3206.7100,3221.7300,42724600,18.0000,18.0800,17.8900,17.9500,29500
2014-09-15,46.5400,46.7100,46.1000,46.2400,37630700,572.9400,574.9500,568.2100,573.1000,1593200,16.6800,16.6900,16.3700,16.4400,6969929,1986.0400,1987.1801,1978.4800,1984.1300,2776530000,16988.7598,17051.8496,16951.3809,17031.1406,71740000,102.8100,103.0500,101.4400,101.6300,61216500,1.2968,1.2969,1.2909,1.2939,1.1087,1.1098,1.1034,1.1054,,,,,6.1347,6.1453,6.1304,6.1415,,,,,330.9100,331.3300,319.0000,323.8900,4000400,4425.6299,4440.9199,4418.7300,4428.6299,77011900,9603.9697,9682.4600,9600.1504,9659.6299,55750900,1159.9800,1160.0601,1144.4100,1146.5200,27765300,3228.6699,3239.7600,3219.8000,3231.7000,36629400,17.9500,18.1000,17.9160,18.0900,36100
2014-09-12,46.9100,47.0200,46.6000,46.6950,38244700,581.0000,581.6400,574.4600,575.6200,1597300,16.7300,16.9600,16.4600,16.5200,9636659,1996.7400,1996.7400,1980.2600,1985.5400,3206570000,17044.0508,17044.0508,16937.6699,16987.5098,82820000,101.2100,102.1900,101.0800,101.6600,62626100,1.2923,1.2977,1.2911,1.2961,1.1033,1.1097,1.1029,1.1090,,,,,6.1300,6.1412,6.1295,6.1344,,,,,329.5600,332.8900,328.7900,331.1900,3429300,4449.6802,4452.3101,4419.4399,4441.7002,77012200,9706.5898,9706.5898,9617.7002,9651.1299,52625100,1172.9301,1172.9500,1157.4399,1160.6100,32071200,3243.2700,3245.0701,3221.1899,3235.0701,35532300,18.1500,18.1700,17.8320,18.0300,55400
2014-09-11,46.7400,47.0000,46.4700,47.0000,29216400,580.3600,581.8100,576.2600,581.3500,1217700,16.6400,16.9300,16.5000,16.8600,9969103,1992.8500,1997.6500,1985.9301,1997.4500,2941690000,17057.4102,17057.4102,16983.8809,17049.0000,63650000,100.4100,101.4400,99.6200,101.4300,62353100,1.2916,1.2950,1.2898,1.2924,1.0945,1.1055,1.0938,1.1037,,,,,6.1294,6.1326,6.1284,6.1295,,,,,329.9400,333.0100,326.3900,330.5200,2720200,4463.0000,4466.1499,4411.0698,4440.8999,90346100,9729.8896,9732.8301,9630.6699,9691.2803,62050300,1159.5000,1172.6500,1158.6000,1172.3400,29416900,3252.3899,3255.1201,3216.2700,3237.7600,45401600,18.0200,18.2800,18.0000,18.1200,35000
2014-09-10,46.8201,46.9400,46.2800,46.8400,27302400,581.5000,583.5000,576.9400,583.1000,974700,16.8400,17.0100,16.6275,16.7400,10337059,1988.4100,1996.6600,1982.9900,1995.6899,2912430000,17016.0508,17080.2695,16974.5703,17068.7109,76780000,98.0100,101.1100,97.7600,101.0000,100741900,1.2939,1.2962,1.2889,1.2916,1.0981,1.1013,1.0932,1.0946,,,,,6.1368,6.1412,6.1262,6.1284,,,,,334.3000,334.9800,328.8200,331.3300,3797400,4442.6899,4459.7798,4434.9302,4450.7900,80385100,9672.4502,9723.0801,9635.5000,9700.1699,62415400,1158.7700,1165.1100,1155.1100,1164.9900,29124400,3241.3401,3248.0200,3225.6799,3244.1599,43231900,18.1800,18.3000,18.0500,18.0600,43200
2014-09-09,46.4700,46.9700,46.4200,46.7600,40255500,588.9000,589.0000,580.0000,581.0100,1283700,16.7700,16.9800,16.5550,16.8800,8151932,2000.7300,2001.0100,1984.6100,1988.4399,2882830000,17110.3906,17111.5508,16993.2891,17013.8691,69030000,99.0800,103.0800,96.1400,97.9900,189560600,1.2898,1.2957,1.2859,1.2940,1.0978,1.1031,1.0967,1.0980,,,,,6.1405,6.1415,6.1317,6.1362,,,,,341.6100,341.7600,329.1800,329.7500,4634000,4465.1001,4482.9102,4446.0400,4452.3701,94413900,9737.5596,9769.2100,9695.4404,9710.7002,57197900,1170.9399,1171.2400,1157.8500,1158.5000,28828300,3260.3401,3268.2400,3242.0701,3245.4299,38576100,18.7000,18.8000,18.1600,18.2400,44000
2014-09-08,46.0200,46.8000,45.9900,46.4700,45719000,586.6000,591.7700,586.3000,589.7200,1427100,17.0300,17.0900,16.6800,16.7400,10162890,2007.1700,2007.1700,1995.6000,2001.5400,2789090000,17131.7109,17137.8809,17079.1699,17111.4199,65640000,99.3000,99.3100,98.0500,98.3600,46277800,1.2953,1.2959,1.2886,1.2897,1.0882,1.0982,1.0881,1.0979,,,,,6.1405,6.1451,6.1400,6.1400,,,,,344.5400,345.8100,339.0400,342.3400,2955300,4484.3999,4489.0200,4463.7900,4474.9302,84582900,9767.9004,9773.7002,9721.7100,9758.0303,53013300,1169.3199,1174.2200,1166.1200,1172.3101,27890900,3276.2000,3278.5601,3255.3201,3267.5400,36110800,18.6200,18.9400,18.5500,18.8200,44900
2014-09-05,45.1100,45.9300,45.1100,45.9100,36882700,583.9800,586.5500,581.9500,586.0800,1627900,17.1100,17.2500,16.9200,17.1600,10167039,1998.0000,2007.7100,1990.1000,2007.7100,2818300000,17065.8906,17137.3594,17009.6191,17137.3594,76630000,98.8000,99.3900,98.3100,98.9700,58353200,1.2937,1.2983,1.2922,1.2951,1.0877,1.0902,1.0844,1.0878,,,,,6.1386,6.1432,6.1375,6.1400,,,,,346.3000,346.8270,342.5000,346.3800,2107000,4492.9102,4498.1602,4470.2002,4486.4902,105969500,9714.2402,9774.6504,9691.4404,9747.0195,77345000,1164.3400,1170.3700,1160.0200,1170.1300,28183000,3275.6599,3284.8301,3258.5901,3275.2500,63187700,18.5600,18.8200,18.4100,18.7300,26400
